text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
asiaantar morreu combate daesh perdure exemplo sacrificio nao vao,asiaantar morrer combate daesh perdure exemplo sacrificio nao vao,rt nomeusuario asiaantar morreu em combate ao daesh que perdure o seu exemplo e que o seu sacrificio nao seja em vao paginaweb,65,65,126,0,20,20,24
assim sim homem determinado cumpridor forca trumppresident,assim sim homem determinar cumpridor forca trumppresident,rt nomeusuario assim sim um homem determinado e cumpridor forca trumppresident paginaweb,58,57,88,0,16,16,19
comeca felizmente desenharse bloco aliancas contra podridao globazidoramundialista,comeca felizmente desenharser bloco alianca contra podridao globazidoramundialista,rt nomeusuario comeca felizmente a desenharse um bloco de aliancas contra a podridao globazidoramundialista nomeusuario nomeusuario,82,82,131,1,20,20,20
destinado teimosos tantos acham utilidade chamado voto util percebam simplesmente voto traidor,destinar teimoso tanto achar utilidade chamar voto util percebam simplesmente voto traidor,rt nomeusuario destinado aos teimosos tantos que acham utilidade no chamado voto util percebam que e simplesmente voto traidor,94,90,126,0,18,18,19
duas evidencias consequencia volta casa faz boa viagem imigracaoinvasora islao https,dois evidencia consequencio voltar casa fazer bom viagem imigracaoinvasora islao https,rt nomeusuario duas evidencias consequencia volta para tua casa faz boa viagem imigracaoinvasora islao nomeusuario https,84,86,120,0,22,22,22
esperanca vitoria brexit efeito domino sobre aberrante ue nao europa nacoes sim ht,esperanca vitorio brexit efeito domino sobre aberrante ue nao europa nacoes sim ht,rt nomeusuario esperanca na vitoria do brexit e no efeito domino sobre a aberrante ue nomeusuario nao europa das nacoes sim ht,82,82,126,1,19,19,19
estocolmo capital violacoes mulheres andam medo mudam habitos vida welcome rapefugees,estocolmo capital violacoes mulher andar medo mudam habito vida welcome rapefugees,rt nomeusuario estocolmo capital das violacoes as mulheres andam com medo e mudam habitos de vida welcome rapefugees nomeusuario,85,82,128,0,21,21,21
pesopesado gangue comunicacao social apesar censura cobarde ridicularizarem opoe ja,pesopesar gangue comunicacao social apesar censura cobarde ridicularizar opoe ja,rt nomeusuario nomeusuario pesopesado do gangue da comunicacao social apesar da censura cobarde e de ridicularizarem quem se opoe ja,83,80,132,1,18,18,20
ca grande buraco socrates anda ca,ca grande buraco socrate andar ca,rt nomeusuario isto e ca um grande buraco como e que o socrates anda ca fora nomeusuario nomeusuario nomeusuario nomeusuario paginaweb,33,33,134,0,13,13,19
deitar lenha fogueira querem 75 milhoes muculmanos livre circulacao europa traidores ht,deitar lenha fogueiro querer 75 milhoe muculmano livre circulacao europa traidor ht,rt nomeusuario isto e deitar lenha para a fogueira querem mais 75 milhoes de muculmanos com livre circulacao na europa traidores ht,87,83,131,1,22,21,22
mentirosos quisemos assistir debate embora gracas psp hipocritas cobardes https,mentiroso quisemos assistir debate embora graca psp hipocrito cobarde https,rt nomeusuario mentirosos nomeusuario nomeusuario quisemos assistir ao debate e fomos embora gracas a psp hipocritas cobardes https,79,75,131,1,18,18,19
nomes nao faltam vigaristas corruptos aldraboes assassinos vendidos traidores pedofilos aberracoes 25abril,nome nao faltar vigarista corrupto aldraboe assassino vendir traidor pedofilo aberracoes 25abril,rt nomeusuario nomes nao faltam vigaristas corruptos aldraboes assassinos vendidos traidores pedofilos aberracoes 25abril,106,96,121,1,21,21,21
grande bandalho luispedronunes ofende enquanto podes dia caca outro cacador,grande bandalho luispedronune ofender enquanto pode dia cacar outro cacador,rt nomeusuario o grande bandalho luispedronunes ofende enquanto podes um dia e o da caca outro e o do cacador nomeusuario nomeusuario,75,75,133,0,19,19,20
orgulho onu nunca confronto politico tempo nacionalismo globalismo htt,orgulho onu nunca confronto politico tempo nacionalismo globalismo htt,rt nomeusuario orgulho em nomeusuario na onu nunca o confronto politico do nosso tempo e entre o nacionalismo e globalismo htt,70,70,126,0,18,18,19
animais islamitas continuam atacar solo europeu culpa governantes traidores criminosos so naciona,animal islamito continuar atacar solo europeu culpa governante traidor criminoso so naciona,rt nomeusuario os animais islamitas continuam a atacar em solo europeu a culpa e dos governantes traidores criminosos so o naciona,97,91,130,1,17,17,17
participacao pnr autarquicas vai crescendo programa nacional diferencas locais pode dizerse todos dif,participacao pnr autarquica ir crescer programa nacional diferenco local poder dizerse todo dif,rt nomeusuario participacao do pnr nas autarquicas vai crescendo com programa nacional e diferencas locais pode dizerse todos dif,101,95,129,0,20,19,20
detras pais cores vende regime ha crua realidade tanta miseria moral material httpst,detra pai cor vender regime ha crua realidade tanto miserio moral material httpst,rt nomeusuario por detras do pais as cores que nos vende o regime ha a crua realidade de tanta miseria moral e material httpst,84,81,126,0,18,18,19
vai ganhar negociata quanto paga contribuinte ja agora votou pre,ir ganhar negociata quanto pagar contribuinte ja agora votar pre,rt nomeusuario quem vai ganhar com esta negociata quanto paga o contribuinte a mais ja agora quem votou em nomeusuario para pre,64,64,127,0,17,17,19
razao coragem contra infamia medo nao passa aqui pnr nacao identidade,razao coragem contra infamia medo nao passar aqui pnr nacao identidade,rt nomeusuario razao e coragem contra a infamia o medo nao passa por aqui pnr nacao identidade nomeusuario nomeusuario nomeusuario,69,70,130,0,18,18,18
sim voces praticam censura pnr boicotamnos respondem sempre sorrindo evasivo olhe nao s,sim voce praticar censura pnr boicotamno responder sempre sorrir evasivo olhar nao s,rt nomeusuario sim voces praticam censura ao pnr e boicotamnos respondem sempre sorrindo e com um evasivo olhe que nao mas s,87,84,124,0,18,18,19
triste verdade tantos teimam nao querer ver quanto tarde reverter situacao dificil sera islao,triste verdade tanto teimar nao querer ver quanto tarde reverter situacao dificil serar islao,rt nomeusuario triste verdade que tantos teimam em nao querer ver quanto mais tarde se reverter a situacao mais dificil sera islao,93,93,130,0,17,17,17
candidatura realmente diferenciadora,candidatura realmente diferenciador,rt nomeusuario uma candidatura realmente diferenciadora paginaweb,36,35,65,0,14,14,19
vai continuar encolher ombros vai mudar apoiar pnr,ir continuar encolher ombro ir mudar apoiar pnr,rt nomeusuario vai continuar a encolher os ombros ou vai mudar e apoiar o pnr paginaweb,50,47,87,0,18,16,20
vivemos totalitarismo pensamento unico donos liberdade so pnr enfrenta denuncia besta https,viver totalitarismo pensamento unico donos liberdade so pnr enfrentar denuncia besta https,rt nomeusuario vivemos no totalitarismo do pensamento unico dos donos da liberdade so o pnr enfrenta e denuncia a besta https,91,90,125,0,19,19,19
psd cds querem sms centeno ate 18h caso nao aconteca apresentam 1815h candidato conjunto camara,psd cds querer sms centeno ate 18h caso nao aconteca apresentar 1815h candidato conjunto camar,rt nomeusuario psd e cds querem os sms de centeno ate as 18h caso nao aconteca apresentam as 1815h um candidato conjunto a camara de,95,94,132,0,20,20,20
7 to cagando pras pessoas chamam gorda magra alta baixa feia etc sao so opinioes vale,7 to cagar pro pessoa chamar gordar magra alto baixo feio etc sao so opinioes valer,rt nomeusuario 7 eu to cagando pras pessoas que me chamam de gorda magra alta baixa feia etc sao so opinioes e a minha e a que vale,85,83,131,1,21,21,23
dilma sobra cinismo falta vergonha afilhada tanto apreco verdade quanto padrinho lulahttpstcoalvegy,dilma sobrar cinismo faltar vergonha afilhar tanto apreco verdade quanto padrinho lulahttpstcoalvegy,rt nomeusuario em dilma sobra cinismo e falta vergonha a afilhada tem tanto apreco pela verdade quanto o padrinho lulahttpstcoalvegy,99,100,132,0,22,22,22
propria filha 16 anos expoe internet bebada drogada semi nua acionar pf capa,proprio filhar 16 ano expoe internet bebada drogar semi nuar acionar pf capa,rt nomeusuario nomeusuario a propria filha de 16 anos que se expoe na internet bebada drogada e semi nua se acionar a pf e capa,76,76,127,1,22,22,23
psg jogou branco dentro camp nou achou nao ia goleado kkkkkkkkkkk,psg jogar branco dentro camp nou achar nao ir golear kkkkkkkkkkk,rt nomeusuario o psg jogou de branco dentro do camp nou e achou que nao ia ser goleado kkkkkkkkkkk,65,64,98,0,20,20,21
corpo gisele bundchen,corpo gisele bundchen,rt nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario e eu tenho o corpo da gisele bundchen,21,21,100,0,15,15,18
mulher falando to esperando comida falando sobre sla senti burra masterchefbr,mulher falar to esperar comida falar sobre sla sentir burra masterchefbr,rt nomeusuario o que essa mulher esta falando eu to esperando pela comida e ela falando sobre sla me senti burra masterchefbr,77,72,125,0,18,18,19
maior prova honestidade quantidade votos camara,grande prova honestidade quantidade voto camar,rt nomeusuario a maior prova da honestidade do nomeusuario e a quantidade de votos que ele teve na camara,47,46,105,0,17,18,18
caviar pc siqueira querendo pagar semteto mole,caviar pc siqueira querer pagar semteto mole,rt nomeusuario e o caviar pc siqueira querendo pagar de semteto e mole paginaweb,46,44,80,0,18,16,20
acho movimento negro realmente humildade seriedade proprio movimento minimo devem faz,achar movimento negro realmente humildader seriedade proprio movimento minimo dever fazer,rt nomeusuario eu acho que se o movimento negro realmente tiver humildade e seriedade com o proprio movimento o minimo que devem faz,85,89,132,0,20,20,21
aqui nao ve piadinhas faz gorda feminista preocupam httpstc,aqui nao ve piadinha fazer gorda feministo preocupam httpstc,rt nomeusuario isso aqui a nomeusuario nao ve mas piadinhas que o nomeusuario faz de gorda feminista eles se preocupam httpstc,59,60,126,1,20,20,21
deus catracada quis lacrar fodeu,deus catracar querer lacrar foder,rt nomeusuario meu deus que catracada do nomeusuario no nomeusuario quis lacrar e se fodeu paginaweb,32,33,100,0,14,13,20
facebook usou hijab homenagear mulheres diadamulher hijab maior simbolo opressao islamica pa,facebook usar hijab homenagear mulher diadamulher hijab grande simbolo opressaor islamico pa,rt nomeusuario o facebook usou o hijab para homenagear as mulheres no diadamulher o hijab e o maior simbolo de opressao islamica pa,92,92,131,1,20,20,21
pessimo dia midiaimprensa nao noticiaram nada simplesmente manipularam torceram retorceram cada fat,pessimo dia midiaimprenso nao noticiar nada simplesmente manipular torcer retorcerar cada fat,rt nomeusuario um pessimo dia para a midiaimprensa que nao noticiaram nada simplesmente manipularam torceram e retorceram cada fat,99,93,130,0,16,16,17
realizei sonho esposa levei pra nyc claro nao podia faltar yellow umbrella,realizei sonho esposo levei pra em yc claro nao poder faltar yellow umbrella,rt nomeusuario nomeusuario realizei o sonho da minha esposa e levei ela pra nyc e e claro nao podia faltar o yellow umbrella paginaweb,74,76,134,0,22,22,23
querido kfouri perdoo todos ataques pessoais voce fez jesus ama tambem,querido kfouri perdoo todo ataque pessoal voce fazer jesus amar tambem,rt nomeusuario querido kfouri eu te perdoo por todos ataques pessoais que voce me fez jesus te ama e eu tambem paginaweb,70,70,120,0,20,21,23
geracao bosta q fica internet tuitando ai trump n representa n deixarei trump gorvernar paz bolsonar,geracao bosta q ficar internet tuitar ai trump n representar n deixar trump gorvernar paz bolsonar,rt nomeusuario essa geracao de bosta q fica na internet tuitando ai trump n me representa n deixarei trump gorvernar em paz bolsonar,100,98,132,1,22,22,22
nao incomodo,nao incomodo,rt nomeusuario nomeusuario mas nao seria muito incomodo,12,12,55,0,8,8,13
6 emily fields so fode emaya lindo sim maria sapatao merece bem toma tanto cu vezes acho qu,6 emily fields so fode emaya lir sim maria sapatao merecer bem tomar tanto cu vez achar qu,rt nomeusuario 6 emily fields so se fode emaya era lindo sim maria sapatao merece bem mais ela toma tanto no cu que as vezes eu acho qu,91,90,135,0,23,23,23
fala mal capitalismo celularzinho papai deu,falar mal capitalismo celularzinho papai dar,rt nomeusuario fala mal do capitalismo mas com o celularzinho que o papai deu,43,44,77,0,18,18,19
dessa nao sabia,de esse nao saber,rt nomeusuario nomeusuario dessa eu nao sabia paginaweb,15,17,55,0,9,9,16
nao pra criancas,nao pra crianca,rt nomeusuario nomeusuario nomeusuario mas nao e pra criancas,16,15,61,0,9,8,13
choro rir,chorar rir,rt nomeusuario nomeusuario eu choro de rir,9,10,42,0,6,7,14
vc usa roupas complexas vc sapatao falam vc metido algo nao presta,vc usar roupa complexo vc sapatao falar vc metido algo nao prestar,rt nomeusuario se vc usa roupas complexas vc e sapatao ou falam que vc esta metido com algo que nao presta,66,66,106,1,19,19,20
nesse dia mulher confirmei ja acreditava toda generalizacao burra,em esse dia mulher confirmei ja acreditar todo generalizacao burra,rt nomeusuario e nesse dia da mulher confirmei o que eu ja acreditava toda generalizacao e burra,65,66,96,1,21,20,22
fim corrupcao outros continuidade voto sim,fim corrupcaor outro continuidade votar sim,rt nomeusuario nomeusuario nomeusuario pelo fim da corrupcao dos outros e a continuidade das minhas voto sim,42,43,108,0,16,16,18
esquerda pira,esquerdo piro,rt nomeusuario nomeusuario a esquerda pira paginaweb,13,13,52,0,10,10,17
feliz dia meio acelerador,feliz dia meio acelerador,rt nomeusuario feliz dia do esse do meio e o acelerador,25,25,55,1,12,12,16
feliz dia nao roupa pra sair,feliz dia nao roupa pra sair,rt nomeusuario feliz dia do nao tenho roupa pra sair,28,28,52,0,14,14,17
so pode comemorar viu pai voltar cigarro,so poder comemorar ver pai voltar cigarro,rt nomeusuario so pode comemorar quem viu o pai voltar com o cigarro,40,41,68,0,16,15,18
estaremos la,estaremo la,rt nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario nomeusuario estaremos la,12,11,123,0,9,9,12
guri morreu parada cardiaca devido uso drogas nao constatado lesao corporal agora intern,guri morrer parada cardiaca dever uso droga nao constatar lesao corporal agora intern,rt nomeusuario e o guri do nomeusuario morreu de parada cardiaca de devido ao uso de drogas e nao foi constatado lesao corporal agora a intern,88,85,142,0,17,17,18
beijo gay hetero acho nao devia aparecer desenhos animados,beijo gay hetero achar nao dever aparecer desenho animar,rt nomeusuario beijo gay ou hetero acho que nao devia aparecer nos desenhos animados paginaweb,58,56,94,1,19,19,22
nao paga pau paga mocreia tirar zica,nao pagar pau pagar mocreia tirar zico,rt nomeusuario nomeusuario nao paga pau ele paga uma mocreia para tirar a zica,36,38,78,1,14,14,16
eh akele q sabe procriar deixar vestigios,eh akele q saber procriar deixar vestigio,rt nomeusuario um nomeusuario eh akele q sabe procriar sem deixar vestigios,41,41,75,1,19,19,22
imenso fantasias todo resto porque nao introduzir diversidade antes sermos adultos trancafiados,imenso fantasia todo resto porque nao introduzir diversidade antes serr adulto trancafiar,rt nomeusuario nomeusuario imenso fantasias e todo resto porque nao introduzir diversidade antes de sermos adultos e trancafiados no,95,89,132,1,19,19,19
20 anos odebrecht pagou propina farc,20 ano odebrecht pagar propino farc,rt nomeusuario 20 anos a odebrecht pagou propina as farc paginaweb,36,35,66,0,19,17,21
erro psg jogar branco barca pensou realmadrid msn,erro psg jogar branco barca pensar realmadrid msn,rt nomeusuario o erro do psg foi jogar de branco o barca pensou que fosse realmadrid msn,49,49,88,0,17,16,20
about last night overdose tourette checkem datas vejamnos pais,about last night overdose tourette checkem data vejamno pai,rt nomeusuario about last night overdose de tourette checkem as datas e vejamnos pelo pais nomeusuario nomeusuario nomeusuario nomeusuario,62,59,138,0,21,21,21
proximo sabado 18 fev levo solo standup voz razao portalegre bilhetes cae portalegre fnac htt,proximo sabar 18 fev levo solo standup voz razao portalegre bilhetes cae portalegre fnac htt,rt nomeusuario proximo sabado 18 fev levo o meu solo de standup voz da razao a portalegre bilhetes cae portalegre fnac ou htt,93,92,125,0,24,24,24
franca rinoceronte branco 4 anos zoo thoiry baleado chifre cortado noite 2a p 3a dentro z,franca rinoceronte branco 4 ano zoo thoiry balear chifre cortado noite 2a p 3a dentro z,rt nomeusuario franca rinoceronte branco de 4 anos do zoo thoiry foi baleado e teve um chifre cortado na noite de 2a p 3a dentro do z,89,87,133,0,21,20,24
sapatao tao nervosaz,sapatao tao nervosaz,rt nomeusuario as sapatao tao nervosaz paginaweb,20,20,48,1,11,11,17
angola ainda nao ratificou acordo ortografico lingua portuguesa escrevam bem yh,angola ainda nao ratificar acordo ortografico lingua português escrer bem yh,rt nomeusuario angola ainda nao ratificou o acordo ortografico de lingua portuguesa escrevam bem yh,79,76,99,0,21,21,21
eduardo paes nao sinto responsavel dividas olimpiada,eduardo paes nao sinto responsavel divide o olimpiar,rt nomeusuario eduardo paes nao me sinto responsavel pelas dividas da olimpiada paginaweb,52,52,89,0,15,15,18
amigos venezuela vivendo ritmo genocidio nao midia nada dimensao dessa tragedia,amigo venezuela viver ritmo genocidior nao midio nada dimensao de esse tragedia,rt nomeusuario meus amigos a venezuela esta vivendo em ritmo de genocidio nao temos na midia nada que de a dimensao dessa tragedia,79,79,130,0,17,17,18
todo esquerdista mente reducionista sempre dificuldade analisar fatos reais,todo esquerdista mente reducionistar sempre dificuldade analisar fato real,rt nomeusuario todo esquerdista tem uma mente reducionista e sempre tem dificuldade em analisar fatos reais,75,74,107,1,17,17,17
jornal feito folha bananeira,jornal fazer folha bananeiro,rt nomeusuario nomeusuario jornal esse que e feito com folha de bananeira,28,28,73,1,13,13,19
hoje dia revolucao todo dia deveria diadamulher 8mbr,hoje dia revolucaor todo dia dever diadamulher 8mbr,rt nomeusuario hoje e dia de revolucao todo dia deveria ser diadamulher 8mbr paginaweb,52,51,86,0,17,17,22
post hj exclusivo importante comunicacao senado proibe uso termo feminismo,post hj exclusivo importante comunicacao senar proibe uso termo feminismo,rt nomeusuario meu post de hj exclusivo e importante comunicacao do senado proibe uso do termo feminismo paginaweb,74,73,114,0,21,20,23
corrupta dilma recebeu 150 milhoes propina disse q delacao odebrecht insulto honestidade qua,corrupta dilma receber 150 milhoes propina dizer q delacao odebrecht insulto honestidade qua,rt nomeusuario a corrupta da dilma recebeu 150 milhoes em propina e disse q delacao da odebrecht e um insulto a sua honestidade qua,92,92,131,1,21,22,21
orgulho hetero show w,orgulho hetero show w,rt nomeusuario orgulho hetero show w,21,21,36,0,11,11,15
tv russa tentou subornar jovens suburbio estocolmo provocar disturbio mostrar refugiados nao adapt,tv russo tentar subornar jovem suburbio estocolmo provocar disturbio mostrar refugiado nao adapt,rt nomeusuario tv russa tentou subornar jovens em suburbio de estocolmo para provocar disturbio e mostrar como refugiados nao se adapt,98,96,134,0,20,20,20
queria comer polvo copa gerou apego,querer comer polvo copa gerar apego,rt nomeusuario queria comer polvo mas o da copa gerou apego,35,35,59,0,14,13,18
concluindo fundo disney so quer audiencia competicao ta dura familia ja nao assiste http,concluir fundo disney so querer audiencia competicao ta dura familio ja nao assistir http,rt nomeusuario concluindo no fundo a disney so quer mais audiencia competicao ta dura na minha familia isso ja nao se assiste http,88,89,130,0,20,20,20
desculpa gostava conseguir respeitar opiniao nao consigo sao felizes,desculpa gostar conseguir respeitar opiniao nao com si sao feliz,rt nomeusuario nomeusuario nomeusuario desculpa eu gostava de conseguir respeitar a tua opiniao mas nao consigo se eles sao felizes,68,64,131,0,18,18,19
favor fiquem firmes boicote itaipava divulguem,favor ficar firme boicote itaipar divulguir,rt nomeusuario por favor fiquem firmes no boicote a itaipava divulguem paginaweb,46,43,80,0,19,17,21
toda vez vejo homem comentando toda feminista sapatao vontade gritar ouvido dera,todo vez vejo homem comentar todo feminista sapatao vontade gritar ouvir dera,rt nomeusuario toda vez que vejo homem comentando que toda feminista e sapatao tenho vontade de gritar no ouvido dele quem dera,80,77,127,0,20,20,22
filha puta donald trump diminui quantidade refugiados podem entrar pais pq nao familia,filha puto donald trump diminuir quantidade refugiado poder entrar pai pq nao familia,rt nomeusuario esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no pais pq nao e a familia dele,86,85,133,1,18,17,18
13 anos mae finalmente menstruacao veio larga besta furou cu prego cadeira wagner,13 ano mae finalmente menstruacao vir largo besta furar cu prego cadeira wagner,rt nomeusuario 13 anos mae finalmente minha menstruacao veio larga de ser besta tu furou o cu no prego da cadeira wagner,81,79,120,0,22,22,23
farei biografia bolsonaro,farei biografia bolsonaro,rt nomeusuario eu farei a biografia do bolsonaro paginaweb,25,25,58,0,12,12,18
feliz dia n importa n falei to pensando querendo vc adivinhar senao vou ficar raiva passar 1 ano,feliz dia n importa n falar to pensar querer vc adivinhar senao ir ficar raiva passar 1 ano,rt nomeusuario feliz dia do n importa se n falei o que to pensando ou querendo vc tem que adivinhar senao vou ficar com raiva e passar 1 ano,96,91,140,0,21,21,21
feministas criticam decote feminista ema watson pq desvaloriza acham ema watson q dar respeito feministas,feministo criticar decote feminista ema watson pq desvalorizar achar ema watson q dar respeito feministo,rt nomeusuario feministas criticam decote da feminista ema watson pq a desvaloriza acham que ema watson tem q se dar respeito feministas,105,104,136,0,20,20,21
incitacao estranhamente dia defendia prisao menor estuprador assassino enquanto pt defendia estuprador,incitacao estranhamente dia defendia prisao pequeno estuprador assassino enquanto pt defendia estuprador,rt nomeusuario incitacao estranhamente no dia em que defendia a prisao de um menor estuprador e assassino enquanto o pt defendia o estuprador,102,104,141,0,17,17,17
liguei pra mae ta caos la pai deu facada irmao irma fugiu tudo pq amor sexo ta abalando famil,liguei pra mae ta caos la pai dar facado irmao irma fugir tudo pq amor sexo ta abalar famil,rt nomeusuario liguei pra minha mae ta um caos la meu pai deu facada no meu irmao minha irma fugiu tudo pq o amor e sexo ta abalando a famil,93,91,140,1,20,19,21
nao ha titulo melhor biografia bolsonaro jair bolsonaro,nao ha titulo melhor biografia bolsonaro jair bolsonaro,rt nomeusuario nao ha titulo melhor para uma biografia do bolsonaro do que jair bolsonaro,55,55,89,0,17,17,20
foto perfil pisao familia tradicional ja morta esmagamento,foto perfil pisao familia tradicional ja morta esmagamento,rt nomeusuario pela foto do perfil se for o pisao dela a familia tradicional ja esta morta por esmagamento paginaweb,58,58,116,1,17,17,20
fiufiu pra serio moral passarinho facil bemtevi latir pra nao pegar mal assobiar,fiufiu pra serio moral passarinho facil bemtevi latir pra nao pegar mal assobiar,rt nomeusuario quem da fiufiu pra isso serio na moral nem passarinho mais facil um bemtevi latir pra nao pegar mal assobiar paginaweb,80,80,133,0,19,19,22
responde esquerdista merda,responder esquerdista merda,rt nomeusuario responde sua esquerdista de merda paginaweb,26,27,58,1,14,14,17
saibam separar coisas amanha dia mulheres dia veste mulher 1o abril kkkkk,saibam separar coisa amanha dia mulher dia veste mulher 1o abril kkkkk,rt nomeusuario saibam separar as coisas amanha e o dia das mulheres o dia de quem se veste como mulher e 1o de abril kkkkk,73,70,122,1,20,20,21
so matado mulher esquartejado dado pros cachorro tava solto piada feminismo b,so matar mulher esquartejar dado pro cachorro tar solto piar feminismo b,rt nomeusuario se o nomeusuario so tivesse matado uma mulher esquartejado e dado pros cachorro ele tava solto mas piada com feminismo e b,77,72,137,1,21,20,21
to pensando virar pm so pra musica daniela mercury parar tocar passar mim so obrigado,to pensar virar pm so pra musica daniela mercury parar tocar passar eu so obrigar,rt nomeusuario to pensando em virar pm so pra musica da daniela mercury parar de tocar quando passar por mim so nem obrigado,85,81,124,0,19,19,20
sei apoia bolsonaro cara humilde esclarecido ver unico cara honesto condenado odio,saber apoiar bolsonaro cara humilde esclarecir ver unico cara honesto condenar odio,rt nomeusuario eu sei que quem apoia bolsonaro do cara mais humilde ao mais esclarecido ver o unico cara honesto ser condenado da um odio,82,83,137,0,18,18,19
ai denunciei porra mercado fe daquii hahahah,ai denunciei porrar mercado fe daquii hahahah,rt nomeusuario nomeusuario ai denunciei essa porra mercado da fe fora daquii hahahah,44,45,84,0,15,15,17
aonde coracao ali estara tesouro,aonde coracao ali estar tesouro,rt nomeusuario aonde esta o meu coracao ali estara o meu tesouro,32,31,64,0,13,13,14
deus nordeste esquento pq sei humor,deus nordeste esquento pq saber humor,rt nomeusuario nomeusuario meu deus sou do nordeste e nem me esquento pq eu sei que e humor,35,37,91,0,14,15,15
parabens,parabem,rt nomeusuario parabens mesmo paginaweb,8,7,39,0,7,6,15
novos gostam imitar veem televisao pra mim nao boa ideia,novo gostar imitar veem televisao pra eu nao bom ideia,rt nomeusuario os mais novos gostam de imitar aquilo veem na televisao pra mim nao e uma boa ideia paginaweb,56,54,108,0,16,17,19
diria q todo esquerdista orgulhoso fugiu aulas historia pulou aulas filosofia nao sabe,dir q todo esquerdista orgulhoso fugir aula historio pular aula filosofia nao saber,rt nomeusuario nomeusuario diria q todo esquerdista e um orgulhoso que fugiu das aulas de historia pulou aulas de filosofia e nao sabe,86,83,134,1,18,18,19
venezuela so intervencao militar externa povo nao forca armada forca fisica lutar,venezuela so intervencao militar externo povo nao forca armar forca fisicar lutar,rt nomeusuario nomeusuario venezuela so com intervencao militar externa o povo nao tem forca armada e nem forca fisica para lutar,81,81,129,0,19,18,19
vcs fufas sao bue abusadas,vcs fufa sao bue abusada,rt nomeusuario vcs fufas sao bue abusadas,26,24,41,1,11,11,16
saudades cantar islao todasmas principalmente cris nocas dia tixa rafa tambem,saudade cantar islao todasma principalmente cris noca dia tixo rafar tambem,rt nomeusuario saudades de cantar em islao para elas todasmas principalmente para a cris a nocas a dia tixa e a rafa tambem,77,75,123,0,18,18,18
azeiteiro quero q fodas volta terra,azeiteiro querer q for volto terra,rt nomeusuario azeiteiro quero q te fodas volta para a tua terra,35,34,64,1,15,13,18
abril seminario sobre ideologia generocom certificado 08 09 abril ariquemesro,abril seminario sobre ideologia generocom certificar 08 09 abril ariquemesro,rt nomeusuario nomeusuario abril seminario sobre ideologia de generocom certificado 08 e 09 abril ariquemesro paginaweb,77,76,119,0,21,21,23
menina veste menina naoaideologiadegenero,menina vestir menina naoaideologiadegenero,rt nomeusuario menina se veste como menina naoaideologiadegenero paginaweb,41,42,74,1,14,14,19
quer dizer exatamente,querer dizer exatamente,rt nomeusuario o que quer dizer exatamente paginaweb,21,23,52,0,13,13,19
venero toda mulher causa nascimento ha querida gira burra tempo,venero todo mulher causar nascimento ha querido gira burra tempo,rt nomeusuario venero toda a mulher e a causa do nascimento mas ha querida muito gira e muito burra ao mesmo tempo,63,64,114,1,20,20,20
trump carvalho encontrei net nao sei genio,trump carvalho encontrei net nao sei genio,rt nomeusuario trump de carvalho encontrei isto na net nao sei quem foi o genio paginaweb,42,42,89,0,17,17,22
pagina melhor modo provar justica social nao passa modinha,pagina bom modo provar justica social nao passar modinha,rt nomeusuario nomeusuario essa pagina e o melhor modo de se provar que essa justica social nao passa de uma modinha,58,56,116,0,19,19,20
olhem 3 carinho,olher 3 carinho,rt nomeusuario olhem a 3 com carinho paginaweb,15,15,46,0,12,11,19
cheio opiniao nao coragem falar nao criando personagem cara bolsonaro,cheio opiniao nao coragem falar nao criar personagem cara bolsonaro,rt nomeusuario e cheio de opiniao mas nao tem coragem de falar se nao for criando personagem com a cara do bolsonaro que do,69,67,123,0,17,16,20
bruno solto presidente pco quer matar conservadores processo bolsonaro processado reu estranho htt,bruno solto presidente pco querer matar conservador processo bolsonaro processar rer estranho htt,rt nomeusuario bruno esta solto presidente do pco que quer matar conservadores nem processo tem bolsonaro processado e reu estranho htt,98,97,135,0,19,19,19
proponentes reforma mblfipe previdencia aposentadoria digna justa todos p,proponente reforma mblfipe previdencer aposentadoria digno justa todo p,rt nomeusuario nomeusuario e um dos proponentes da reforma do mblfipe para a previdencia aposentadoria digna e justa para todos sem p,73,71,133,0,20,20,20
pode gorda pode feia so nao pode gorda feia vemegea,poder gorda poder feio so nao poder gorda feio vemegea,rt nomeusuario pode ser gorda pode ser feia so nao pode ser gorda e feia vemegea,51,54,80,1,14,14,16
realmente eh grande rede fufas,realmente eh grande rede fufo,rt nomeusuario isto realmente eh uma grande rede de fufas,30,29,57,1,14,14,16
voces ja perceberam voce ta pra baixo basta colocar funk pra ficar la encima ja mandando saradas ar,voce ja perceber voce ta pra baixo bastar colocar funk pra ficar la encimo ja mandar saradas ar,rt nomeusuario voces ja perceberam que quando voce ta pra baixo basta colocar um funk pra ficar la encima ja mandando as saradas no ar,99,95,134,0,21,21,22
feministas podem esperar dia criancas trans podem esperar dia mentira comemorarem diadamulher,feminista poder esperar dia crianco tran poder esperar dia mentira comemorar diadamulher,rt nomeusuario feministas podem esperar o dia as criancas e as trans podem esperar o dia da mentira para comemorarem diadamulher,93,88,128,0,17,17,17
